short_id,config_id,arch_str,depth,width_sum,activation,optimizer,lr,weight_decay,dropout,batch_size,input_noise,momentum,nesterov,alpha,mean_mee,std_mee,mean_train,gen_gap,mean_epochs,min_mee,max_mee,elapsed_sec
C0464,64x64x32_relu_adam_lr0.001_wd0.005_do0.1_bs32_ns0.01,64x64x32,3,160,relu,adam,0.001,0.005,0.1,32,0.01,,,,23.70838242033857,1.2066801877599045,23.086339408317254,0.6220430120213152,49.6,22.51186334377706,25.499504311748982,8.485122919082642
C0125,64_relu_nesterov_lr0.01_wd0.005_do0.2_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.005,0.2,32,0.01,0.9,True,,23.717156257429004,0.63140660966685,22.828704838920583,0.8884514185084207,31.0,22.89831019492508,24.33594716171126,2.9638664722442627
C0419,64x32_tanh_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64x32,2,96,tanh,nesterov,0.005,0.001,0.1,32,0.01,0.9,True,,23.721711638677313,1.0916525690383856,22.837246868158065,0.8844647705192479,102.4,22.469238720863054,25.363013148540947,9.288213729858398
C0645,64x64x32_tanh_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x64x32,3,160,tanh,nesterov,0.005,0.005,0.1,32,0.05,0.9,True,,23.732921178756726,0.9665931293034691,23.049906946708358,0.6830142320483681,80.0,22.710631601850466,25.28966723078036,9.966893911361694
C0420,64x32_tanh_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,tanh,nesterov,0.005,0.001,0.1,32,0.05,0.9,True,,23.736152093090386,1.0872898567023281,22.898079614539586,0.8380724785507994,102.4,22.51381439294108,25.382493626737887,8.30242133140564
C0124,64_relu_nesterov_lr0.01_wd0.005_do0.2_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.005,0.2,32,0.0,0.9,True,,23.737449852650485,0.7404736505265967,22.964745813966328,0.7727040386841573,30.8,22.632028442138523,24.495967916493157,2.8551254272460938
C0366,64x32_relu_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.005,0.001,0.1,32,0.05,0.9,True,,23.740334009900586,1.058767125766344,23.247349571090133,0.49298443881045273,48.6,22.021445526368975,24.582577258244008,5.06123423576355
C0065,64_tanh_adam_lr0.01_wd0.005_do0_bs32_ns0.01,64,1,64,tanh,adam,0.01,0.005,0.0,32,0.01,,,,23.74263859411092,0.7257803038537907,23.583088028785973,0.15955056532494893,37.0,22.969415524647154,24.689211285002816,3.719224691390991
C0064,64_tanh_adam_lr0.01_wd0.005_do0_bs32_ns0,64,1,64,tanh,adam,0.01,0.005,0.0,32,0.0,,,,23.744674118120543,0.7177319785250155,23.58258039748781,0.16209372063273264,37.0,22.98192965700422,24.679264556876888,3.5910723209381104
C0555,64x64x32_relu_nesterov_lr0.01_wd0.005_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x64x32,3,160,relu,nesterov,0.01,0.005,0.1,32,0.05,0.9,True,,23.744993198055134,1.0276712489991524,23.31598436514996,0.42900883290517555,34.8,22.730223659037367,25.424894176677714,5.229099750518799
C0116,64_relu_nesterov_lr0.01_wd0.001_do0.2_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.001,0.2,32,0.01,0.9,True,,23.745906900358484,0.7261411576513563,22.865070181574623,0.8808367187838613,26.0,22.888359280454402,24.7570912859136,2.6918435096740723
C0393,64x32_tanh_nesterov_lr0.01_wd0.005_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,tanh,nesterov,0.01,0.005,0.1,32,0.05,0.9,True,,23.747126877595996,0.9937400308731609,23.095528556783915,0.6515983208120808,66.2,22.342952337353072,24.945571153375585,6.374395132064819
C0109,64_relu_nesterov_lr0.01_wd0.001_do0_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.001,0.0,32,0.0,0.9,True,,23.74854523348896,0.4216018528723127,22.581506911683228,1.1670383218057339,32.2,23.318545383220556,24.294652824901725,2.715015172958374
C0590,64x64x32_relu_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64x64x32,3,160,relu,nesterov,0.005,0.005,0.1,32,0.01,0.9,True,,23.759218499863813,1.1227984458286204,23.310219610653327,0.44899888921048614,57.6,22.698963510926013,25.48961943596617,7.341169118881226
C0553,64x64x32_relu_nesterov_lr0.01_wd0.005_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64x64x32,3,160,relu,nesterov,0.01,0.005,0.1,32,0.0,0.9,True,,23.759506564602244,1.0767255936439952,23.394125374381968,0.36538119022027615,26.8,22.88654536858409,25.536905078755574,4.350399494171143
C0117,64_relu_nesterov_lr0.01_wd0.001_do0.2_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.001,0.2,32,0.05,0.9,True,,23.76109015265954,0.7033404862486751,22.88721590921039,0.8738742434491513,25.6,22.88086947412959,24.682471785912625,2.6663546562194824
C0148,64_relu_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.1,32,0.0,0.9,True,,23.76477329038936,0.5684984090697194,22.81532849141373,0.9494447989756303,45.6,23.062421432889995,24.327312747822255,3.70054030418396
C0287,64x32_tanh_adam_lr0.01_wd0.005_do0.2_bs32_ns0.01,64x32,2,96,tanh,adam,0.01,0.005,0.2,32,0.01,,,,23.76500118725017,0.7092711321819193,23.49000878178827,0.2749924054619015,29.6,23.038502133618334,24.804369919762394,4.513949155807495
C0644,64x64x32_tanh_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64x64x32,3,160,tanh,nesterov,0.005,0.005,0.1,32,0.01,0.9,True,,23.7770857339816,0.8875408668910335,23.08681164132806,0.6902740926535387,72.6,23.040552439816274,25.281337732398963,9.331396579742432
C0110,64_relu_nesterov_lr0.01_wd0.001_do0_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.001,0.0,32,0.01,0.9,True,,23.785945716452282,0.4472771733359824,22.66141234553175,1.1245333709205312,29.8,23.324550730352666,24.331776410454914,2.6996755599975586
C0240,64x32_relu_adam_lr0.001_wd0.001_do0.1_bs32_ns0.05,64x32,2,96,relu,adam,0.001,0.001,0.1,32,0.05,,,,23.78613151736973,0.6601796097744537,23.2016206277714,0.5845108895983273,42.8,23.248035264542022,24.784305458812085,5.759905576705933
C0589,64x64x32_relu_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64x64x32,3,160,relu,nesterov,0.005,0.005,0.1,32,0.0,0.9,True,,23.787041577255565,0.9293777101793199,23.33094781159764,0.4560937656579256,42.2,22.92690349107548,25.311027496460476,5.769948959350586
C0288,64x32_tanh_adam_lr0.01_wd0.005_do0.2_bs32_ns0.05,64x32,2,96,tanh,adam,0.01,0.005,0.2,32,0.05,,,,23.79352096609508,0.7112292419478798,23.529093002561332,0.2644279635337483,29.8,23.08947636626955,24.850346304791774,4.612658500671387
C0157,64_relu_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.1,32,0.0,0.9,True,,23.794684320001632,0.552133147071192,22.985543744499907,0.8091405755017256,44.8,23.049973102353043,24.342861506954034,3.6463584899902344
C0093,64_tanh_adam_lr0.005_wd0.001_do0_bs32_ns0.05,64,1,64,tanh,adam,0.005,0.001,0.0,32,0.05,,,,23.79612420621844,0.5250834641297228,23.201864112198233,0.594260094020207,39.4,23.15969682719834,24.360922910856896,3.904677152633667
C0392,64x32_tanh_nesterov_lr0.01_wd0.005_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64x32,2,96,tanh,nesterov,0.01,0.005,0.1,32,0.01,0.9,True,,23.799948039612424,0.9752559527855457,23.167343680529875,0.6326043590825492,60.2,22.269659084612545,24.911251069154247,5.996179103851318
C0151,64_relu_nesterov_lr0.005_wd0.001_do0.2_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.2,32,0.0,0.9,True,,23.80633706019447,0.4557226980194627,22.97649122946952,0.829845830724949,46.4,23.212376945672005,24.244511114787866,3.723597288131714
C0126,64_relu_nesterov_lr0.01_wd0.005_do0.2_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.005,0.2,32,0.05,0.9,True,,23.80636283115459,0.6930440365121285,22.996505966535608,0.8098568646189825,24.6,22.88229020193732,24.620690702577363,2.600618600845337
C0122,64_relu_nesterov_lr0.01_wd0.005_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.005,0.1,32,0.01,0.9,True,,23.807700452101077,0.7742294774533055,22.87371702938632,0.933983422714757,24.2,22.856789661260716,24.7669037314914,2.5659351348876953
C0115,64_relu_nesterov_lr0.01_wd0.001_do0.2_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.001,0.2,32,0.0,0.9,True,,23.809665300413037,0.5380456634957175,23.009307132802736,0.8003581676103018,23.2,23.127428180107042,24.375730826833983,2.4454479217529297
C0324,64x32_tanh_adam_lr0.005_wd0.005_do0.2_bs32_ns0.05,64x32,2,96,tanh,adam,0.005,0.005,0.2,32,0.05,,,,23.81099620194818,0.7950888733207649,23.343793542125738,0.4672026598224406,51.4,22.761874372289167,24.868524096777282,6.466278314590454
C0123,64_relu_nesterov_lr0.01_wd0.005_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.01,0.005,0.1,32,0.05,0.9,True,,23.81915325342897,0.7593230724246551,22.907590647490366,0.9115626059386024,24.2,22.847456444940732,24.7611496567896,2.5701351165771484
C0391,64x32_tanh_nesterov_lr0.01_wd0.005_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64x32,2,96,tanh,nesterov,0.01,0.005,0.1,32,0.0,0.9,True,,23.83532511556379,0.9710624430333092,23.18211795368361,0.6532071618801822,65.0,23.124433778268987,25.439428682502225,6.087086200714111
C0066,64_tanh_adam_lr0.01_wd0.005_do0_bs32_ns0.05,64,1,64,tanh,adam,0.01,0.005,0.0,32,0.05,,,,23.843412937356817,0.7832667210435598,23.564833065292543,0.2785798720642738,33.4,22.93013374468471,24.708564658670433,3.496555805206299
C0286,64x32_tanh_adam_lr0.01_wd0.005_do0.2_bs32_ns0,64x32,2,96,tanh,adam,0.01,0.005,0.2,32,0.0,,,,23.848350474456048,0.7394325851360452,23.318926848108905,0.5294236263471426,38.6,23.062786066794697,24.952974731683035,5.017860412597656
C0580,64x64x32_relu_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64x64x32,3,160,relu,nesterov,0.005,0.001,0.1,32,0.0,0.9,True,,23.8512070911043,0.9332448050898442,23.448455421200862,0.4027516699034379,32.6,22.87147519514732,25.30183136787715,4.965651750564575
C0092,64_tanh_adam_lr0.005_wd0.001_do0_bs32_ns0.01,64,1,64,tanh,adam,0.005,0.001,0.0,32,0.01,,,,23.856262751529933,0.5126768966902386,23.148341266297848,0.7079214852320845,40.2,23.209433290904478,24.412204039904132,3.9846181869506836
C0340,64x32_relu_nesterov_lr0.01_wd0.005_do0.2_bs32_ns0_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.01,0.005,0.2,32,0.0,0.9,True,,23.85776724496352,0.5305226795224788,23.4906049434891,0.3671623014744192,37.6,23.030122034375193,24.44164452666457,4.052077293395996
C0091,64_tanh_adam_lr0.005_wd0.001_do0_bs32_ns0,64,1,64,tanh,adam,0.005,0.001,0.0,32,0.0,,,,23.861630136717157,0.5130742181958198,23.147767599745457,0.7138625369716998,40.2,23.22015316139845,24.426254807745956,3.8244547843933105
C0323,64x32_tanh_adam_lr0.005_wd0.005_do0.2_bs32_ns0.01,64x32,2,96,tanh,adam,0.005,0.005,0.2,32,0.01,,,,23.863328153743392,0.7758894015633861,23.311347746644817,0.5519804070985757,47.8,22.744188260365092,24.668005937062595,6.172135829925537
C0364,64x32_relu_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.005,0.001,0.1,32,0.0,0.9,True,,23.87649273408669,0.680270885079106,23.321645679431438,0.5548470546552515,42.8,22.988706462643183,24.87558253232198,4.5122528076171875
C0160,64_relu_nesterov_lr0.005_wd0.005_do0.2_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.2,32,0.0,0.9,True,,23.887036992275792,0.5893373953586971,23.12155147164688,0.7654855206289106,38.2,23.181897265169383,24.660952226544925,3.290853500366211
C0418,64x32_tanh_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0_momentum0.9_nesterovTrue,64x32,2,96,tanh,nesterov,0.005,0.001,0.1,32,0.0,0.9,True,,23.89178184789663,1.4256344203339397,23.139213255704373,0.752568592192258,90.6,22.712028763339173,25.738667481740936,8.074336767196655
C0344,64x32_relu_nesterov_lr0.001_wd0.001_do0_bs32_ns0.01_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.001,0.001,0.0,32,0.01,0.9,True,,23.89179023189496,0.31871773088899785,23.083386294251518,0.8084039376434404,90.8,23.400868458308402,24.254699676718623,7.126211404800415
C0333,64x32_relu_nesterov_lr0.01_wd0.001_do0.2_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.01,0.001,0.2,32,0.05,0.9,True,,23.896141207469896,0.5331382287863087,23.475093492959754,0.42104771451014145,39.4,22.99487430963108,24.346442873554672,4.223217725753784
C0059,64_tanh_adam_lr0.01_wd0.001_do0.1_bs32_ns0.01,64,1,64,tanh,adam,0.01,0.001,0.1,32,0.01,,,,23.935702379816306,0.6382559502492322,23.2968053630539,0.6388970167624066,31.0,23.096228891665515,24.561999720634653,3.536928415298462
C0302,64x32_tanh_adam_lr0.001_wd0.005_do0.1_bs32_ns0.01,64x32,2,96,tanh,adam,0.001,0.005,0.1,32,0.01,,,,23.94308176671671,0.5784828514039855,23.21273276899496,0.7303489977217481,76.4,23.233860744296596,24.493290581709772,9.073302745819092
C0060,64_tanh_adam_lr0.01_wd0.001_do0.1_bs32_ns0.05,64,1,64,tanh,adam,0.01,0.001,0.1,32,0.05,,,,23.94455101590174,0.6348308623869887,23.437488067117876,0.5070629487838652,28.4,23.13324355319732,24.54925185799932,3.3792898654937744
C0591,64x64x32_relu_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x64x32,3,160,relu,nesterov,0.005,0.005,0.1,32,0.05,0.9,True,,23.951873654210942,0.8942297394431731,23.576459867622084,0.37541378658885804,36.4,23.12370465796517,25.30801409109199,5.441356182098389
C0582,64x64x32_relu_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x64x32,3,160,relu,nesterov,0.005,0.001,0.1,32,0.05,0.9,True,,23.954384202634962,0.8648958598949602,23.611072368474147,0.343311834160815,31.8,23.211593021518574,25.295079683246,4.9606122970581055
C0375,64x32_relu_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.005,0.005,0.1,32,0.05,0.9,True,,23.9612168264182,0.7048669536866491,23.54561710929256,0.4155997171256409,38.2,22.97211244399777,24.69968760145583,4.226125478744507
C0152,64_relu_nesterov_lr0.005_wd0.001_do0.2_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.2,32,0.01,0.9,True,,23.967460872734463,0.5906753743431636,23.246027886850165,0.7214329858842987,34.8,23.256798398567128,24.468436122496158,3.1703293323516846
C0352,64x32_relu_nesterov_lr0.001_wd0.005_do0_bs32_ns0_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.001,0.005,0.0,32,0.0,0.9,True,,23.97156366502499,0.5635516054675734,23.211177416738668,0.7603862482863235,84.4,23.36964131612099,24.785144695951043,6.920612096786499
C0345,64x32_relu_nesterov_lr0.001_wd0.001_do0_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.001,0.001,0.0,32,0.05,0.9,True,,23.975665333573794,0.4042332646588565,23.189089058245525,0.7865762753282688,82.2,23.40269969992685,24.3861792679769,6.666369676589966
C0162,64_relu_nesterov_lr0.005_wd0.005_do0.2_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.2,32,0.05,0.9,True,,23.99373781063351,0.6935926297615526,23.320925135874383,0.672812674759129,28.4,23.236031074017994,24.95736655620551,2.832521677017212
C0165,64_tanh_nesterov_lr0.01_wd0.001_do0_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,tanh,nesterov,0.01,0.001,0.0,32,0.05,0.9,True,,24.002712395999534,0.7135996483653673,23.291296001763804,0.7114163942357301,53.6,23.398314180413163,25.034101988302695,4.052485704421997
C0156,64_relu_nesterov_lr0.005_wd0.005_do0_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.0,32,0.05,0.9,True,,24.002808912322074,0.7107632528219532,23.14802755580093,0.8547813565211442,32.6,23.26063410358224,24.92116505793078,2.841632127761841
C0102,64_tanh_adam_lr0.005_wd0.005_do0_bs32_ns0.05,64,1,64,tanh,adam,0.005,0.005,0.0,32,0.05,,,,24.00716515681561,0.6700003876160039,23.63560737106633,0.3715577857492782,36.8,23.345076035212692,25.020478380056478,3.752866744995117
C0322,64x32_tanh_adam_lr0.005_wd0.005_do0.2_bs32_ns0,64x32,2,96,tanh,adam,0.005,0.005,0.2,32,0.0,,,,24.00943961885525,0.7552564291705152,23.60230618205783,0.40713343679741953,34.4,23.048694955098473,24.961648243898093,4.830279350280762
C0343,64x32_relu_nesterov_lr0.001_wd0.001_do0_bs32_ns0_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.001,0.001,0.0,32,0.0,0.9,True,,24.015013794923256,0.44583836269539906,23.249017752659757,0.7659960422634988,73.8,23.387267347460572,24.57611220893009,5.672717571258545
C0353,64x32_relu_nesterov_lr0.001_wd0.005_do0_bs32_ns0.01_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.001,0.005,0.0,32,0.01,0.9,True,,24.017477423119168,0.5272350696271731,23.284228057088253,0.7332493660309147,73.0,23.388254905513566,24.78663526392671,6.364966869354248
C0155,64_relu_nesterov_lr0.005_wd0.005_do0_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.0,32,0.01,0.9,True,,24.018755459926247,0.7236279243507604,23.1484574105331,0.8702980493931456,32.6,23.282638844083124,24.940034806340048,2.855311155319214
C0031,64_relu_adam_lr0.001_wd0.005_do0.1_bs32_ns0,64,1,64,relu,adam,0.001,0.005,0.1,32,0.0,,,,24.020188177806176,0.9004935033941844,23.059911542895627,0.9602766349105494,84.0,23.063026116891937,25.303962195443965,6.831964731216431
C0101,64_tanh_adam_lr0.005_wd0.005_do0_bs32_ns0.01,64,1,64,tanh,adam,0.005,0.005,0.0,32,0.01,,,,24.021173443882304,0.647366120556925,23.628361712371053,0.3928117315112516,36.8,23.381525572721653,24.992762066289565,3.741133213043213
C0100,64_tanh_adam_lr0.005_wd0.005_do0_bs32_ns0,64,1,64,tanh,adam,0.005,0.005,0.0,32,0.0,,,,24.02278170656536,0.6439682807534295,23.62704591453457,0.39573579203079134,36.8,23.391249687300636,24.989676169592876,3.6159327030181885
C0154,64_relu_nesterov_lr0.005_wd0.005_do0_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.0,32,0.0,0.9,True,,24.024221148745745,0.7309650152612895,23.150752385879038,0.8734687628667075,32.6,23.279616833885303,24.95740342371078,2.7552175521850586
C0153,64_relu_nesterov_lr0.005_wd0.001_do0.2_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.2,32,0.05,0.9,True,,24.025855320040893,0.6487633079619963,23.348720758662967,0.677134561377926,26.4,23.246161462314642,24.722714507356045,2.6931657791137695
C0354,64x32_relu_nesterov_lr0.001_wd0.005_do0_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.001,0.005,0.0,32,0.05,0.9,True,,24.034654608041915,0.566203737842045,23.283227901249926,0.7514267067919889,77.8,23.362868499194843,24.80310850266418,6.607003927230835
C0303,64x32_tanh_adam_lr0.001_wd0.005_do0.1_bs32_ns0.05,64x32,2,96,tanh,adam,0.001,0.005,0.1,32,0.05,,,,24.036404530705532,0.4692314829854285,23.363842004796986,0.6725625259085461,68.8,23.449602274234078,24.48930135427517,8.329328536987305
C0161,64_relu_nesterov_lr0.005_wd0.005_do0.2_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.2,32,0.01,0.9,True,,24.04109751874966,0.6931134683642968,23.354339316035333,0.6867582027143264,28.2,23.24611965496039,24.87613164244043,2.8553929328918457
C0034,64_relu_adam_lr0.001_wd0.005_do0.2_bs32_ns0,64,1,64,relu,adam,0.001,0.005,0.2,32,0.0,,,,24.043515362419434,0.8243749766710657,23.11752231128478,0.9259930511346539,86.0,23.118658532700096,25.28796054018205,7.00385856628418
C0342,64x32_relu_nesterov_lr0.01_wd0.005_do0.2_bs32_ns0.05_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.01,0.005,0.2,32,0.05,0.9,True,,24.044844499766405,0.4097248348133602,23.772978597667652,0.27186590209875305,39.2,23.440416359512323,24.501508562740863,4.149553298950195
C0241,64x32_relu_adam_lr0.001_wd0.001_do0.2_bs32_ns0,64x32,2,96,relu,adam,0.001,0.001,0.2,32,0.0,,,,24.048379449616213,0.942752916173313,23.453359349204998,0.5950201004112152,74.2,23.11540531476826,25.414556239677417,8.412018537521362
C0149,64_relu_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.1,32,0.01,0.9,True,,24.052971227168662,0.8350372798208152,23.17629417143907,0.8766770557295906,28.0,23.208830463633625,25.192687664336706,2.8042526245117188
C0332,64x32_relu_nesterov_lr0.01_wd0.001_do0.2_bs32_ns0.01_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.01,0.001,0.2,32,0.01,0.9,True,,24.056318933600277,0.35302689642287277,23.713783503255133,0.3425354303451442,29.6,23.45929054361894,24.29396526236668,3.708416223526001
C0150,64_relu_nesterov_lr0.005_wd0.001_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.1,32,0.05,0.9,True,,24.060535783621027,0.8069401748901148,23.236638888717728,0.8238968949032994,26.8,23.169586684872705,25.195477815522427,2.7402162551879883
C0159,64_relu_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.1,32,0.05,0.9,True,,24.062458065869155,0.8207825626021826,23.319955063430967,0.7425030024381876,23.8,23.168178490599946,25.23048371490436,2.5657413005828857
C0428,64x32_tanh_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64x32,2,96,tanh,nesterov,0.005,0.005,0.1,32,0.01,0.9,True,,24.067269810928615,1.0433026995054047,23.317527659070784,0.7497421518578307,93.8,22.761634971866744,25.580896870783228,7.554527759552002
C0341,64x32_relu_nesterov_lr0.01_wd0.005_do0.2_bs32_ns0.01_momentum0.9_nesterovTrue,64x32,2,96,relu,nesterov,0.01,0.005,0.2,32,0.01,0.9,True,,24.08089820911614,0.43317333116456663,23.74973607404018,0.33116213507596015,29.6,23.44450302789288,24.5951604235591,3.5344479084014893
C0174,64_tanh_nesterov_lr0.01_wd0.005_do0_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,tanh,nesterov,0.01,0.005,0.0,32,0.05,0.9,True,,24.086749727529263,0.802991719586311,23.593938194112177,0.49281153341708617,59.2,23.498803750617448,25.487629429866132,4.372147798538208
C0301,64x32_tanh_adam_lr0.001_wd0.005_do0.1_bs32_ns0,64x32,2,96,tanh,adam,0.001,0.005,0.1,32,0.0,,,,24.091093130591094,0.6591260883634176,23.35523127158116,0.7358618590099333,66.0,23.24848630484838,24.901847355595468,8.122341394424438
C0158,64_relu_nesterov_lr0.005_wd0.005_do0.1_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.005,0.1,32,0.01,0.9,True,,24.09321900354284,0.7856405802413189,23.412970141385212,0.6802488621576259,21.2,23.291427742478717,25.225373199698964,2.4410207271575928
C0173,64_tanh_nesterov_lr0.01_wd0.005_do0_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,tanh,nesterov,0.01,0.005,0.0,32,0.01,0.9,True,,24.110963170530923,0.789931397836349,23.58982483463255,0.521138335898371,59.2,23.499898869911778,25.479659591322005,4.330705881118774
C0022,64_relu_adam_lr0.001_wd0.001_do0.1_bs32_ns0,64,1,64,relu,adam,0.001,0.001,0.1,32,0.0,,,,24.111796314480014,0.8276032841661455,23.15735641405558,0.9544399004244326,65.4,23.29369975579997,25.285344066757055,5.58941650390625
C0172,64_tanh_nesterov_lr0.01_wd0.005_do0_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,tanh,nesterov,0.01,0.005,0.0,32,0.0,0.9,True,,24.112507635922235,0.7880992179413988,23.591527593988694,0.5209800419335409,59.2,23.49920845571506,25.47690275805565,4.173726320266724
C0147,64_relu_nesterov_lr0.005_wd0.001_do0_bs32_ns0.05_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.0,32,0.05,0.9,True,,24.14849984170777,0.8544718877444987,23.152704471245006,0.9957953704627656,33.8,23.30786312671389,25.215617262876073,2.912418842315674
C0292,64x32_tanh_adam_lr0.001_wd0.001_do0.1_bs32_ns0,64x32,2,96,tanh,adam,0.001,0.001,0.1,32,0.0,,,,24.15421884816414,1.1511480504148761,23.160648497855412,0.9935703503087296,65.2,23.052121433724636,25.88742428803161,7.956915378570557
C0036,64_relu_adam_lr0.001_wd0.005_do0.2_bs32_ns0.05,64,1,64,relu,adam,0.001,0.005,0.2,32,0.05,,,,24.16275866514564,0.7371736336608243,23.412642271011062,0.7501163941345759,67.6,23.374743850730148,25.160148365781016,5.968968868255615
C0027,64_relu_adam_lr0.001_wd0.001_do0.2_bs32_ns0.05,64,1,64,relu,adam,0.001,0.001,0.2,32,0.05,,,,24.16843402966615,0.6867728356377887,23.41214330222205,0.7562907274441031,60.0,23.398732241355674,25.080470690696124,5.437758445739746
C0146,64_relu_nesterov_lr0.005_wd0.001_do0_bs32_ns0.01_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.0,32,0.01,0.9,True,,24.17431974793555,0.86912282659743,23.225796472208607,0.9485232757269415,30.0,23.332401647010506,25.246141908742786,2.7247843742370605
C0145,64_relu_nesterov_lr0.005_wd0.001_do0_bs32_ns0_momentum0.9_nesterovTrue,64,1,64,relu,nesterov,0.005,0.001,0.0,32,0.0,0.9,True,,24.18113301712894,0.8712683314469175,23.227296613270443,0.9538364038584959,30.0,23.326122770356385,25.254262477814773,2.596799850463867
