short_id,config_id,arch_str,depth,width_sum,activation,optimizer,loss_fn,lr,weight_decay,dropout,batch_size,input_noise,momentum,nesterov,alpha,mean_mee,std_mee,mean_train,gen_gap,mean_epochs,min_mee,max_mee,elapsed_sec
T0022,256x128x64_gelu_adamw_lr0.0104987_wd0.112243_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.010498728743373554,0.11224302399805632,0.1,32,0.05,,,,18.382334197672872,1.5052798274624337,12.145840677274403,6.236493520398469,129.0,16.925767026950854,20.836056458096415,30.343956470489502
T0052,256x128x64_gelu_adamw_lr0.0107571_wd0.116769_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.010757109966697894,0.11676899807905622,0.1,32,0.05,,,,18.833314650360148,1.5780778509535671,13.78163846300553,5.051676187354618,107.6,17.539416753253455,20.64101768500887,25.534433603286743
T0041,256x128x64_gelu_adamw_lr0.017005_wd0.110271_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.017004968675497157,0.11027055756791075,0.1,32,0.05,,,,18.891804092595788,1.6100398668998435,13.959650803928664,4.9321532886671235,139.2,17.48337353698053,21.658895242270148,31.92922806739807
T0040,256x256x128_gelu_adamw_lr0.00927444_wd0.0627695_do0.1_bs32_ns0.03_lossmse,256x256x128,3,640,gelu,adamw,mse,0.00927444439215939,0.0627694664206993,0.1,32,0.03,,,,18.950511470663916,1.3515676682187,11.449872641825465,7.500638828838451,84.2,18.006617637031656,21.290051058683332,16.867279529571533
T0008,256x128x64_gelu_adamw_lr0.00570937_wd0.114139_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.005709366765603414,0.11413943879952566,0.1,32,0.05,,,,19.09381990732902,0.8841765806172512,13.239279015708934,5.854540891620086,94.6,18.171629982700743,20.303435101699126,15.400588035583496
T0017,256x128x64_gelu_adamw_lr0.0143057_wd0.0890522_do0.1_bs32_ns0.03_lossmse,256x128x64,3,448,gelu,adamw,mse,0.014305684862696335,0.08905223169444076,0.1,32,0.03,,,,19.138834420058657,1.7314598435821622,15.161899763125868,3.976934656932789,93.4,17.222861321357602,21.22176996125876,18.73815083503723
T0031,256x128x64_gelu_adamw_lr0.00510085_wd0.10355_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.005100848064345742,0.10354962665913556,0.1,32,0.05,,,,19.204097868779968,0.8377927794934652,13.028317520117014,6.175780348662954,85.6,18.16419755051108,20.353064229686954,21.002456426620483
T0053,256x128x64_gelu_adamw_lr0.0107287_wd0.0827571_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.010728680685211114,0.08275705171897307,0.1,32,0.05,,,,19.21171747391928,1.1811556911746308,12.490666688574859,6.721050785344421,113.4,18.095687849382994,20.960101392342466,24.90564751625061
T0047,256x128x64_gelu_adamw_lr0.0115665_wd0.113185_do0.15_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.011566483720939536,0.11318481976811792,0.15000000000000002,32,0.05,,,,19.29048382639959,1.0449644144838062,14.08132421259521,5.209159613804381,127.0,18.199191435480053,20.919362753468352,29.243196964263916
T0021,256x128x64_gelu_adamw_lr0.00852341_wd0.146637_do0.1_bs32_ns0.04_lossmse,256x128x64,3,448,gelu,adamw,mse,0.008523408580077817,0.1466370258655612,0.1,32,0.04,,,,19.419860796316605,1.1648302680772629,13.61858230922619,5.801278487090416,108.2,18.325593172425126,20.991320970297693,26.272506952285767
T0051,256x128x64_gelu_adamw_lr0.011922_wd0.114977_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.011922045224322896,0.11497701319415439,0.1,32,0.05,,,,19.420489043058872,1.3610182018396826,14.926010902771628,4.494478140287244,105.6,17.78982045757134,20.939826609348852,26.119555473327637
T0012,256x128x64_gelu_adamw_lr0.0177193_wd0.0869034_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.01771932060546682,0.08690336386137883,0.1,32,0.05,,,,19.619601396116224,1.1171844289536386,16.472497746863855,3.1471036492523687,90.4,18.708006794093134,21.210820508491015,16.701273918151855
T0015,256x128x64_gelu_adamw_lr0.0111349_wd0.0788796_do0.15_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.011134914757760683,0.07887961023105183,0.15000000000000002,32,0.05,,,,19.620343377272967,1.3654154635847688,14.733606764371135,4.8867366129018315,105.2,17.883042713442705,21.645057356808827,20.570042610168457
T0042,256x128x64_gelu_adamw_lr0.0159533_wd0.113336_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.015953291956885895,0.11333552950243593,0.1,32,0.05,,,,19.713667880287936,1.970627220563189,16.14953844041298,3.5641294398749572,108.0,17.43842912045461,21.7331751567235,26.245081901550293
T0010,256x128x64_gelu_adamw_lr0.0173703_wd0.106239_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.017370326976210448,0.10623885524462576,0.1,32,0.05,,,,19.73933197372708,2.024424453767472,16.692410468642287,3.046921505084793,94.0,17.981893499738668,22.328064138287196,16.188642263412476
T0027,256x128x64_gelu_adamw_lr0.00771094_wd0.0704601_do0.2_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.007710942601576974,0.07046006274015162,0.2,32,0.05,,,,19.82448248609514,0.7487420909219192,15.197137368399543,4.6273451176955955,100.8,18.94149779402221,20.930078298423247,24.216150045394897
T0035,128x128x128_gelu_adamw_lr0.00623238_wd0.105774_do0.2_bs32_ns0.04_lossmse,128x128x128,3,384,gelu,adamw,mse,0.006232376418038226,0.10577408970747389,0.2,32,0.04,,,,19.877195582589188,0.5552023267166372,16.512746066110896,3.3644495164782917,86.6,19.220139617959394,20.717421605377435,19.632188320159912
T0032,256x128x64_gelu_adamw_lr0.016087_wd0.085327_do0.1_bs32_ns0.05_lossmse,256x128x64,3,448,gelu,adamw,mse,0.01608701342425865,0.0853269893261615,0.1,32,0.05,,,,20.02655050732731,1.367938116369916,15.770013301021248,4.256537206306064,94.8,18.34978810678711,21.330188378901862,22.81763005256653
T0043,256x128x64_gelu_adamw_lr0.0265536_wd0.08542_do0.1_bs32_ns0.04_lossmse,256x128x64,3,448,gelu,adamw,mse,0.026553600027887477,0.0854200404428203,0.1,32,0.04,,,,20.041099491275457,2.1750329451031836,16.647166791855675,3.393932699419782,127.4,18.04531401962659,22.903803730664183,30.814357042312622
